dag_id,run_date,task_id,start_time,end_time,log,log_summary,stack_trace,failure_signals
ml_feature_store,2026-05-31,compute_features,2026-05-31 08:04:50,2026-05-31 08:27:35,"2026-05-31 08:04:50 INFO  [ml_feature_store.compute_features] TaskInstance started — attempt 4
2026-05-31 08:04:52 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-31 08:04:55 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-31 08:16:12 INFO  Stage 1 running…
2026-05-31 08:27:32 ERROR UnityCatalog: PERMISSION_DENIED for service principal on a referenced table.
2026-05-31 08:27:33 ERROR   com.databricks.sql.managedcatalog.PermissionDeniedException: PERMISSION_DENIED: User 'sp-dataops-prod' does not have SELECT on Table 'main.curated.compute_features'
                       	at com.databricks.sql.managedcatalog.ManagedCatalogClientImpl.checkPrivilege(...)
2026-05-31 08:27:35 ERROR [ml_feature_store.compute_features] Task failed on attempt 4 (exit_code=1)",The service principal was missing a Unity Catalog grant (SELECT/MODIFY) on a required table; likely a grant regression after a catalog change.,"com.databricks.sql.managedcatalog.PermissionDeniedException: PERMISSION_DENIED: User 'sp-dataops-prod' does not have SELECT on Table 'main.curated.compute_features'
	at com.databricks.sql.managedcatalog.ManagedCatalogClientImpl.checkPrivilege(...)","[""PERMISSION_DENIED"", ""User does not have SELECT on table"", ""Unauthorized""]"
user_segmentation,2026-05-31,load_activity,2026-05-31 09:37:00,2026-05-31 09:42:30,"2026-05-31 09:37:00 INFO  [user_segmentation.load_activity] TaskInstance started — attempt 3
2026-05-31 09:37:02 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-31 09:37:05 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-31 09:39:45 INFO  Stage 1 running…
2026-05-31 09:42:27 ERROR ShuffleBlockFetcherIterator: Failed to fetch shuffle block from a lost executor.
2026-05-31 09:42:28 ERROR   org.apache.spark.shuffle.FetchFailedException: Failed to connect to executor-7.cluster:35421
                       	at org.apache.spark.storage.ShuffleBlockFetcherIterator.throwFetchFailedException(...)
                       	at org.apache.spark.scheduler.ShuffleMapTask.runTask(ShuffleMapTask.scala:99)
2026-05-31 09:42:30 ERROR [user_segmentation.load_activity] Task failed on attempt 3 (exit_code=1)",A shuffle fetch failed after an executor/node was lost mid-stage; the stage was retried and ultimately exhausted retries.,"org.apache.spark.shuffle.FetchFailedException: Failed to connect to executor-7.cluster:35421
	at org.apache.spark.storage.ShuffleBlockFetcherIterator.throwFetchFailedException(...)
	at org.apache.spark.scheduler.ShuffleMapTask.runTask(ShuffleMapTask.scala:99)","[""FetchFailedException"", ""Shuffle block fetch failed"", ""Connection reset by peer""]"
customer_360_pipeline,2026-06-02,build_profiles,2026-06-02 02:33:35,2026-06-02 02:47:06,"2026-06-02 02:33:35 INFO  [customer_360_pipeline.build_profiles] TaskInstance started — attempt 4
2026-06-02 02:33:37 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-06-02 02:33:40 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-06-02 02:40:20 INFO  Stage 1 running…
2026-06-02 02:47:03 ERROR ShuffleBlockFetcherIterator: Failed to fetch shuffle block from a lost executor.
2026-06-02 02:47:04 ERROR   org.apache.spark.shuffle.FetchFailedException: Failed to connect to executor-7.cluster:35421
                       	at org.apache.spark.storage.ShuffleBlockFetcherIterator.throwFetchFailedException(...)
                       	at org.apache.spark.scheduler.ShuffleMapTask.runTask(ShuffleMapTask.scala:99)
2026-06-02 02:47:06 ERROR [customer_360_pipeline.build_profiles] Task failed on attempt 4 (exit_code=1)",A shuffle fetch failed after an executor/node was lost mid-stage; the stage was retried and ultimately exhausted retries.,"org.apache.spark.shuffle.FetchFailedException: Failed to connect to executor-7.cluster:35421
	at org.apache.spark.storage.ShuffleBlockFetcherIterator.throwFetchFailedException(...)
	at org.apache.spark.scheduler.ShuffleMapTask.runTask(ShuffleMapTask.scala:99)","[""FetchFailedException"", ""Shuffle block fetch failed"", ""Connection reset by peer""]"
clickstream_ingest,2026-06-02,sessionize,2026-06-02 01:32:28,2026-06-02 01:56:16,"2026-06-02 01:32:28 INFO  [clickstream_ingest.sessionize] TaskInstance started — attempt 3
2026-06-02 01:32:30 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-06-02 01:32:33 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-06-02 01:44:22 INFO  Stage 1 running…
2026-06-02 01:56:13 ERROR Executor: Exception in task 47.0 in stage 12.0 (TID 1893) java.lang.OutOfMemoryError: Java heap space
2026-06-02 01:56:14 ERROR   java.lang.OutOfMemoryError: Java heap space
                       	at org.apache.spark.sql.execution.aggregate.HashAggregateExec.doExecute(HashAggregateExec.scala:101)
                       	at org.apache.spark.sql.execution.exchange.ShuffleExchangeExec.prepareShuffleDependency(...)
                       	at org.apache.spark.scheduler.Task.run(Task.scala:139)
2026-06-02 01:56:16 ERROR [clickstream_ingest.sessionize] Task failed on attempt 3 (exit_code=1)",Executor lost after exceeding container memory limits during a wide shuffle/aggregation; consistent with data skew or under-provisioned executor memory.,"java.lang.OutOfMemoryError: Java heap space
	at org.apache.spark.sql.execution.aggregate.HashAggregateExec.doExecute(HashAggregateExec.scala:101)
	at org.apache.spark.sql.execution.exchange.ShuffleExchangeExec.prepareShuffleDependency(...)
	at org.apache.spark.scheduler.Task.run(Task.scala:139)","[""OutOfMemoryError"", ""ExecutorLostFailure"", ""Container killed by YARN exceeding memory limits""]"
data_quality_checks,2026-06-03,load_snapshots,2026-06-03 07:46:01,2026-06-03 08:09:19,"2026-06-03 07:46:01 INFO  [data_quality_checks.load_snapshots] TaskInstance started — attempt 2
2026-06-03 07:46:03 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-06-03 07:46:06 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-06-03 07:57:40 INFO  Stage 1 running…
2026-06-03 08:09:16 ERROR DiskBlockObjectWriter: No space left on device while spilling shuffle data.
2026-06-03 08:09:17 ERROR   java.io.IOException: No space left on device
                       	at java.base/sun.nio.ch.FileDispatcherImpl.write0(Native Method)
                       	at org.apache.spark.storage.DiskBlockObjectWriter.write(...)
2026-06-03 08:09:19 ERROR [data_quality_checks.load_snapshots] Task failed on attempt 2 (exit_code=1)","The job ran out of local disk while spilling during a heavy shuffle/sort, exhausting node storage.","java.io.IOException: No space left on device
	at java.base/sun.nio.ch.FileDispatcherImpl.write0(Native Method)
	at org.apache.spark.storage.DiskBlockObjectWriter.write(...)","[""No space left on device"", ""DiskQuotaExceeded"", ""IOException during spill""]"
inventory_sync,2026-06-04,pull_warehouse_api,2026-06-04 03:47:43,2026-06-04 04:04:34,"2026-06-04 03:47:43 INFO  [inventory_sync.pull_warehouse_api] TaskInstance started — attempt 3
2026-06-04 03:47:45 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-06-04 03:47:48 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-06-04 03:56:08 INFO  Stage 1 running…
2026-06-04 04:04:31 ERROR Executor: Exception in task 47.0 in stage 12.0 (TID 1893) java.lang.OutOfMemoryError: Java heap space
2026-06-04 04:04:32 ERROR   java.lang.OutOfMemoryError: Java heap space
                       	at org.apache.spark.sql.execution.aggregate.HashAggregateExec.doExecute(HashAggregateExec.scala:101)
                       	at org.apache.spark.sql.execution.exchange.ShuffleExchangeExec.prepareShuffleDependency(...)
                       	at org.apache.spark.scheduler.Task.run(Task.scala:139)
2026-06-04 04:04:34 ERROR [inventory_sync.pull_warehouse_api] Task failed on attempt 3 (exit_code=1)",Executor lost after exceeding container memory limits during a wide shuffle/aggregation; consistent with data skew or under-provisioned executor memory.,"java.lang.OutOfMemoryError: Java heap space
	at org.apache.spark.sql.execution.aggregate.HashAggregateExec.doExecute(HashAggregateExec.scala:101)
	at org.apache.spark.sql.execution.exchange.ShuffleExchangeExec.prepareShuffleDependency(...)
	at org.apache.spark.scheduler.Task.run(Task.scala:139)","[""OutOfMemoryError"", ""ExecutorLostFailure"", ""Container killed by YARN exceeding memory limits""]"
ml_feature_store,2026-06-04,materialize_online,2026-06-04 07:37:39,2026-06-04 07:49:14,"2026-06-04 07:37:39 INFO  [ml_feature_store.materialize_online] TaskInstance started — attempt 4
2026-06-04 07:37:41 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-06-04 07:37:44 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-06-04 07:43:26 INFO  Stage 1 running…
2026-06-04 07:49:11 ERROR Analyzer: cannot resolve column 'customer_id' — upstream schema changed.
2026-06-04 07:49:12 ERROR   org.apache.spark.sql.AnalysisException: cannot resolve 'customer_id' given input columns: [cust_id, ...]
                       	at org.apache.spark.sql.catalyst.analysis.CheckAnalysis.failAnalysis(...)
                       	at org.apache.spark.sql.Dataset.select(Dataset.scala:1685)
2026-06-04 07:49:14 ERROR [ml_feature_store.materialize_online] Task failed on attempt 4 (exit_code=1)","Incoming schema drifted (a referenced column was renamed/dropped), raising an AnalysisException during the transform step.","org.apache.spark.sql.AnalysisException: cannot resolve 'customer_id' given input columns: [cust_id, ...]
	at org.apache.spark.sql.catalyst.analysis.CheckAnalysis.failAnalysis(...)
	at org.apache.spark.sql.Dataset.select(Dataset.scala:1685)","[""AnalysisException"", ""cannot resolve column"", ""Schema mismatch detected""]"
marketing_attribution,2026-06-05,load_ad_spend,2026-06-05 04:38:11,2026-06-05 04:48:01,"2026-06-05 04:38:11 INFO  [marketing_attribution.load_ad_spend] TaskInstance started — attempt 3
2026-06-05 04:38:13 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-06-05 04:38:16 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-06-05 04:43:06 INFO  Stage 1 running…
2026-06-05 04:47:58 ERROR UnityCatalog: PERMISSION_DENIED for service principal on a referenced table.
2026-06-05 04:47:59 ERROR   com.databricks.sql.managedcatalog.PermissionDeniedException: PERMISSION_DENIED: User 'sp-dataops-prod' does not have SELECT on Table 'main.curated.load_ad_spend'
                       	at com.databricks.sql.managedcatalog.ManagedCatalogClientImpl.checkPrivilege(...)
2026-06-05 04:48:01 ERROR [marketing_attribution.load_ad_spend] Task failed on attempt 3 (exit_code=1)",The service principal was missing a Unity Catalog grant (SELECT/MODIFY) on a required table; likely a grant regression after a catalog change.,"com.databricks.sql.managedcatalog.PermissionDeniedException: PERMISSION_DENIED: User 'sp-dataops-prod' does not have SELECT on Table 'main.curated.load_ad_spend'
	at com.databricks.sql.managedcatalog.ManagedCatalogClientImpl.checkPrivilege(...)","[""PERMISSION_DENIED"", ""User does not have SELECT on table"", ""Unauthorized""]"
customer_360_pipeline,2026-06-06,ingest_crm,2026-06-06 01:30:49,2026-06-06 01:36:56,"2026-06-06 01:30:49 INFO  [customer_360_pipeline.ingest_crm] TaskInstance started — attempt 4
2026-06-06 01:30:51 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-06-06 01:30:54 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-06-06 01:33:52 INFO  Stage 1 running…
2026-06-06 01:36:53 ERROR UnityCatalog: PERMISSION_DENIED for service principal on a referenced table.
2026-06-06 01:36:54 ERROR   com.databricks.sql.managedcatalog.PermissionDeniedException: PERMISSION_DENIED: User 'sp-dataops-prod' does not have SELECT on Table 'main.curated.ingest_crm'
                       	at com.databricks.sql.managedcatalog.ManagedCatalogClientImpl.checkPrivilege(...)
2026-06-06 01:36:56 ERROR [customer_360_pipeline.ingest_crm] Task failed on attempt 4 (exit_code=1)",The service principal was missing a Unity Catalog grant (SELECT/MODIFY) on a required table; likely a grant regression after a catalog change.,"com.databricks.sql.managedcatalog.PermissionDeniedException: PERMISSION_DENIED: User 'sp-dataops-prod' does not have SELECT on Table 'main.curated.ingest_crm'
	at com.databricks.sql.managedcatalog.ManagedCatalogClientImpl.checkPrivilege(...)","[""PERMISSION_DENIED"", ""User does not have SELECT on table"", ""Unauthorized""]"
finance_reconciliation,2026-06-07,extract_payments,2026-06-07 06:38:06,2026-06-07 06:52:51,"2026-06-07 06:38:06 INFO  [finance_reconciliation.extract_payments] TaskInstance started — attempt 4
2026-06-07 06:38:08 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-06-07 06:38:11 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-06-07 06:45:28 INFO  Stage 1 running…
2026-06-07 06:52:48 ERROR Analyzer: cannot resolve column 'customer_id' — upstream schema changed.
2026-06-07 06:52:49 ERROR   org.apache.spark.sql.AnalysisException: cannot resolve 'customer_id' given input columns: [cust_id, ...]
                       	at org.apache.spark.sql.catalyst.analysis.CheckAnalysis.failAnalysis(...)
                       	at org.apache.spark.sql.Dataset.select(Dataset.scala:1685)
2026-06-07 06:52:51 ERROR [finance_reconciliation.extract_payments] Task failed on attempt 4 (exit_code=1)","Incoming schema drifted (a referenced column was renamed/dropped), raising an AnalysisException during the transform step.","org.apache.spark.sql.AnalysisException: cannot resolve 'customer_id' given input columns: [cust_id, ...]
	at org.apache.spark.sql.catalyst.analysis.CheckAnalysis.failAnalysis(...)
	at org.apache.spark.sql.Dataset.select(Dataset.scala:1685)","[""AnalysisException"", ""cannot resolve column"", ""Schema mismatch detected""]"
customer_360_pipeline,2026-06-08,resolve_identity,2026-06-08 02:26:21,2026-06-08 02:37:36,"2026-06-08 02:26:21 INFO  [customer_360_pipeline.resolve_identity] TaskInstance started — attempt 4
2026-06-08 02:26:23 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-06-08 02:26:26 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-06-08 02:31:58 INFO  Stage 1 running…
2026-06-08 02:37:33 ERROR DataSource: Path does not exist for the current run partition; 0 input files matched.
2026-06-08 02:37:34 ERROR   org.apache.spark.sql.AnalysisException: Path does not exist: s3://lake/raw/resolve_identity/dt=...
                       	at org.apache.spark.sql.execution.datasources.DataSource.checkAndGlobPathIfNecessary(...)
                       	at org.apache.spark.sql.DataFrameReader.load(DataFrameReader.scala:309)
2026-06-08 02:37:36 ERROR [customer_360_pipeline.resolve_identity] Task failed on attempt 4 (exit_code=1)","The upstream source partition for this run date was missing/empty, so the task aborted before processing any records.","org.apache.spark.sql.AnalysisException: Path does not exist: s3://lake/raw/resolve_identity/dt=...
	at org.apache.spark.sql.execution.datasources.DataSource.checkAndGlobPathIfNecessary(...)
	at org.apache.spark.sql.DataFrameReader.load(DataFrameReader.scala:309)","[""FileNotFoundException"", ""Path does not exist"", ""0 records read from source""]"
data_quality_checks,2026-06-10,load_snapshots,2026-06-10 07:23:44,2026-06-10 07:28:12,"2026-06-10 07:23:44 INFO  [data_quality_checks.load_snapshots] TaskInstance started — attempt 2
2026-06-10 07:23:46 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-06-10 07:23:49 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-06-10 07:25:58 INFO  Stage 1 running…
2026-06-10 07:28:09 ERROR TaskRunner: Task exceeded execution_timeout (3600s) and was terminated.
2026-06-10 07:28:10 ERROR   java.util.concurrent.TimeoutException: Task exceeded the configured execution_timeout of 3600s
                       	at org.apache.airflow.executors.TaskRunner.enforceTimeout(...)
2026-06-10 07:28:12 ERROR [data_quality_checks.load_snapshots] Task failed on attempt 2 (exit_code=1)","The task exceeded its execution timeout, consistent with growing data volume or cluster resource contention during the run window.","java.util.concurrent.TimeoutException: Task exceeded the configured execution_timeout of 3600s
	at org.apache.airflow.executors.TaskRunner.enforceTimeout(...)","[""TimeoutException"", ""SLA missed"", ""Task exceeded execution timeout""]"
